word,word_length_for_file,number_of_guess_for_file,number_of_incorrect_guesses_for_file,which_list_solved_word,letters_guessed_in_order,letters_guessed_incorrectly
fewer,5,4,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'f', 'w']",set()
context,7,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'o', 'c', 'n', 'x']",set()
mental,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'a', 'n', 't', 'm']",{'r'}
component,9,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'm', 'c', 'p', 'o']",set()
weak,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'l', 't', 'm', 'k', 'w']","{'r', 'm', 'l', 't'}"
dynamics,8,9,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'c', 'd', 'm', 'y', 'a', 's']",{'e'}
bubble,6,6,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'l', 'b']","{'i', 'a'}"
spark,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'k', 'p']",{'e'}
background,10,12,2,5000EnglishWordsFrequency.txt,"['i', 'e', 'o', 'c', 'u', 'b', 'r', 'g', 'n', 'd', 'k', 'a']","{'e', 'i'}"
anymore,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'r', 'n', 'y', 'm', 'a']",{'i'}
advanced,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'c', 'v', 'n', 'a']",{'r'}
register,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'i', 't', 'g', 's']",set()
lock,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 's', 'n', 'd', 'c', 'k']","{'d', 'e', 's', 'n'}"
autonomy,8,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'u', 't', 'n', 'y', 'm', 'a']","{'e', 'i'}"
british,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'r', 'h', 'b', 's']",{'e'}
tooth,5,5,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 't', 'h']","{'e', 'a'}"
courtroom,9,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 'u', 't', 'r', 'm']","{'e', 'i'}"
witness,7,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'n', 'i', 'w']",set()
assessment,10,7,1,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'n', 'm', 'a', 's']",{'i'}
million,7,6,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'o', 'm', 'l']",{'e'}
tournament,10,9,1,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'u', 'r', 'n', 'm', 'a', 'o']",{'i'}
missionary,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'y', 'r', 'n', 'm', 'a', 'o', 's']",set()
circumstance,12,10,0,5000EnglishWordsFrequency.txt,"['i', 'c', 'u', 'e', 't', 'r', 'n', 'm', 'a', 's']",set()
conference,10,7,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 'r', 'f', 'n', 'o']",{'i'}
wheat,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'c', 'd', 'h', 't', 'w']","{'r', 'c', 'd', 's'}"
voter,5,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'v', 't']",set()
nest,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 's', 'n']","{'a', 'l'}"
race,4,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 'c']",{'t'}
agenda,6,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'g', 'a', 'd']",{'t'}
refrigerator,12,8,0,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'r', 'f', 'g', 'a', 'o']",set()
itself,6,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'f', 'i', 'l']",set()
piece,5,5,1,5000EnglishWordsFrequency.txt,"['e', 'h', 'c', 'i', 'p']",{'h'}
inspire,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'r', 'p', 's']",set()
source,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'o', 'c', 'r', 's']","{'i', 'a'}"
slightly,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 'h', 't', 'g', 'y', 's']",{'e'}
snake,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'h', 't', 'c', 'v', 'n', 'k']","{'v', 'h', 'c', 't'}"
patron,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'r', 't', 'p', 'n']","{'e', 'i'}"
enforce,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'c', 'r', 'f', 'n', 'o']",set()
suggest,7,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 's', 'u', 'g']",{'c'}
sofa,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 's', 'a', 'f']","{'r', 'e', 'l'}"
book,4,7,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'd', 'r', 'k', 'b']","{'r', 'e', 'l', 'd'}"
christian,9,9,1,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'n', 'r', 'a', 'c', 'h', 's']",{'e'}
sufficient,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'u', 'c', 'e', 't', 'f', 'n', 's']",set()
eye,3,3,1,5000EnglishWordsFrequency.txt,"['a', 'e', 'y']",{'a'}
fact,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 's', 't', 'c', 'f']","{'e', 'r', 'n', 'l', 'o', 's'}"
blade,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'r', 'l', 'p', 'b', 'd']","{'r', 'p', 's'}"
increasingly,12,10,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 'r', 'n', 'g', 'y', 'a', 'l', 's']",set()
win,3,12,9,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'p', 's', 'd', 't', 'm', 'b', 'w', 'n']","{'e', 't', 'b', 'd', 'm', 'a', 'p', 'o', 's'}"
impressive,10,8,1,5000EnglishWordsFrequency.txt,"['i', 'n', 'e', 'r', 'v', 'm', 'p', 's']",{'n'}
openly,6,8,2,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'g', 'y', 'p', 'l', 'o']","{'t', 'g'}"
dress,5,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'r', 'd']",{'a'}
young,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'd', 'g', 'y', 'n']","{'d', 'e', 'a', 't'}"
child,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'l', 'd', 'c', 'h']","{'e', 'a', 't', 'o'}"
promote,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'r', 'p', 't', 'm']",{'i'}
heritage,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'h', 'r', 'g', 'i']",set()
somewhere,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'h', 'm', 'w', 'o', 's']",set()
basically,9,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'c', 'b', 'y', 'l', 's']",{'e'}
dedicate,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'c', 'd', 'i']",set()
exercise,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'i', 'x', 's']",set()
provider,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'd', 'v', 'i', 'p']",set()
sale,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'v', 'l']","{'r', 't', 'v'}"
crush,5,11,6,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 'u', 't', 'h', 'r', 's', 'b', 'c']","{'e', 't', 'b', 'a', 'i', 'o'}"
sensitivity,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'n', 'e', 'v', 'y', 'i', 's']",set()
likely,6,8,3,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'y', 'l', 'o', 'k', 'i']","{'a', 't', 'o'}"
number,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'u', 'b', 'm']",{'t'}
log,3,7,4,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 't', 'w', 'g', 'l']","{'e', 'a', 't', 'w'}"
line,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'l', 'n']","{'r', 'a'}"
film,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'm', 'f']","{'e', 'a', 'o'}"
protection,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'o', 'r', 'n', 'p', 'e', 'c', 't']",set()
mayor,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'o', 'm', 'y']","{'e', 'i'}"
harassment,10,9,1,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'h', 'r', 'n', 'm', 'a', 's']",{'i'}
diplomat,8,9,1,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'd', 'o', 'm', 'a', 'p', 'l']",{'e'}
person,6,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'p', 'o', 'n', 's']",set()
dining,6,5,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'd', 'g']",{'e'}
tourist,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'u', 'r', 't', 'o', 's']","{'e', 'n'}"
operating,9,9,0,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'n', 'g', 'a', 'i', 'p', 'o']",set()
bird,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'n', 's', 't', 'r', 'd', 'b']","{'e', 't', 'n', 'a', 'l', 'o', 's'}"
count,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'c', 'n']","{'e', 'a'}"
joke,4,12,8,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'p', 'n', 'm', 'l', 'c', 'k', 'j']","{'c', 'n', 'm', 'a', 'i', 'p', 'l', 's'}"
spray,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'r', 's', 'y', 'p']","{'e', 'l'}"
start,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'k', 't']","{'e', 'k'}"
anger,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'a', 't', 'g', 'n']","{'t', 'o'}"
piano,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'n', 't', 'i', 'p', 'o']","{'r', 'e', 't', 's'}"
allegation,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'o', 'n', 't', 'e', 'g', 'a', 'l']",set()
homeless,8,7,1,5000EnglishWordsFrequency.txt,"['e', 't', 'h', 'm', 'l', 'o', 's']",{'t'}
medical,7,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'm', 'c', 'a', 'd', 'l']",set()
front,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'n', 'g', 't', 'f']","{'e', 'a', 'g'}"
add,3,2,0,5000EnglishWordsFrequency.txt,"['a', 'd']",set()
tablespoon,10,10,1,5000EnglishWordsFrequency.txt,"['i', 'e', 's', 't', 'b', 'n', 'a', 'p', 'l', 'o']",{'i'}
refugee,7,5,0,5000EnglishWordsFrequency.txt,"['e', 'u', 'r', 'f', 'g']",set()
organ,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'r', 'n', 'g', 'o']","{'e', 'l'}"
character,9,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'h', 't', 'a']",set()
pension,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'o', 's', 'p']",set()
mixed,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'l', 'i', 'd', 'x', 'm']","{'r', 'l', 'n'}"
apologize,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'z', 'g', 'p', 'l']",set()
instead,7,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'd', 'a', 'i', 's']",set()
track,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 't', 'i', 'c', 'k']","{'e', 'i'}"
preserve,8,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'v', 'p', 's']",set()
lost,4,5,1,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 's', 't']",{'e'}
ever,4,3,0,5000EnglishWordsFrequency.txt,"['e', 'v', 'r']",set()
drive,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'p', 't', 'd', 'v']","{'p', 'a', 't'}"
nuclear,7,9,2,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'r', 'u', 'c', 'n', 'a', 'l']","{'t', 's'}"
demographic,11,12,1,5000EnglishWordsFrequency.txt,"['t', 'e', 'h', 'c', 'r', 'g', 'd', 'm', 'a', 'i', 'p', 'o']",{'t'}
triumph,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'u', 'h', 't', 'r', 'm', 'p']",{'e'}
do,2,2,0,5000EnglishWordsFrequency.txt,"['o', 'd']",set()
ballot,6,8,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'r', 'l', 't', 'b']","{'r', 'e', 'i'}"
eventually,10,9,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'u', 't', 'v', 'n', 'y', 'a', 'l']",{'i'}
fluid,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'u', 'f', 'd', 'l']","{'e', 'a', 't', 'o'}"
freedom,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'f', 'd', 'm', 'o']",set()
colorful,8,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 'u', 'r', 'f', 'l']","{'e', 'i'}"
as,2,4,2,5000EnglishWordsFrequency.txt,"['o', 'm', 'a', 's']","{'m', 'o'}"
prefer,6,4,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'p', 'f']",set()
soul,4,5,1,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 's', 'u']",{'e'}
instruction,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'n', 'u', 'c', 'r', 'i', 'o', 's']",set()
therefore,9,6,0,5000EnglishWordsFrequency.txt,"['e', 'h', 't', 'r', 'f', 'o']",set()
steel,5,4,0,5000EnglishWordsFrequency.txt,"['e', 's', 't', 'l']",set()
settlement,10,7,1,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'n', 'm', 'l', 's']",{'i'}
significance,12,8,0,5000EnglishWordsFrequency.txt,"['i', 'c', 'e', 'f', 'n', 'g', 'a', 's']",set()
orientation,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'r', 'n', 'a', 'i', 'o']",set()
monument,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'u', 't', 'm', 'o']",set()
switch,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'c', 'h', 'w', 's']",{'e'}
sake,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'v', 'l', 'k']","{'r', 'l', 't', 'v'}"
elite,5,4,0,5000EnglishWordsFrequency.txt,"['e', 'l', 't', 'i']",set()
sensation,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'n', 'a', 'o', 's']",set()
testing,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'd', 's', 't']",{'d'}
federal,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'n', 'l', 'r', 'a', 'f', 'd']",{'n'}
appreciation,12,9,0,5000EnglishWordsFrequency.txt,"['i', 't', 'e', 'c', 'r', 'n', 'a', 'p', 'o']",set()
denial,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'a', 'n', 't', 'd', 'i']","{'r', 't'}"
unable,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'n', 'u', 'b', 'l']",{'i'}
wise,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'l', 'n', 't', 'w', 's']","{'t', 'r', 'n', 'a', 'l'}"
sponsor,7,8,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'r', 'n', 'p', 's']","{'e', 'a', 'i'}"
banker,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'a', 'd', 'b', 'k']","{'d', 't'}"
thereby,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'h', 't', 'b', 'y']",set()
bend,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 'n', 'd', 'b']","{'l', 'a', 't'}"
group,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'n', 'u', 'p', 'g']","{'e', 'a', 'n'}"
programming,11,10,2,5000EnglishWordsFrequency.txt,"['t', 'e', 'r', 'g', 'n', 'm', 'a', 'i', 'p', 'o']","{'e', 't'}"
balanced,8,9,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'o', 'c', 'b', 'n', 'a', 'l']","{'r', 'o'}"
bolt,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'd', 'f', 't', 'b']","{'d', 'e', 'f'}"
whisper,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'i', 'h', 'w', 'p', 's']",{'t'}
glory,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 's', 'g', 'y', 'l']","{'e', 'a', 's'}"
accusation,10,9,1,5000EnglishWordsFrequency.txt,"['i', 'o', 'n', 't', 'e', 'u', 'a', 'c', 's']",{'e'}
ceiling,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 'n', 'g', 'l']",set()
proposed,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'o', 'p', 's']",set()
hurricane,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'h', 'u', 'c', 'n', 'i']",set()
commercial,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'o', 'l', 'c', 'e', 'r', 'm', 'a']",set()
word,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 'n', 'k', 'd', 'w']","{'e', 'k', 'l', 'n'}"
sir,3,8,5,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'p', 's', 'x', 'r']","{'e', 'a', 'p', 'o', 'x'}"
club,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'u', 's', 'd', 'c', 'l', 'b']","{'e', 'd', 'a', 'i', 'o', 's'}"
punishment,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'n', 'u', 'h', 'm', 'p', 's']",set()
supportive,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'o', 'u', 'e', 't', 'r', 'v', 'p', 's']",set()
heel,4,4,1,5000EnglishWordsFrequency.txt,"['e', 'd', 'l', 'h']",{'d'}
above,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 's', 'b', 'v', 'o']","{'l', 's'}"
go,2,3,1,5000EnglishWordsFrequency.txt,"['o', 'd', 'g']",{'d'}
toy,3,5,2,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 't', 'y']","{'e', 'a'}"
literary,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'y', 'a', 'i', 'l']",set()
bone,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'p', 'n', 'b']","{'i', 'p', 'a', 's'}"
given,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'i', 'v', 'g']",{'r'}
shut,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'u', 's', 'h', 't']","{'e', 'a', 'o', 'i'}"
scenario,8,8,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 'r', 'n', 'a', 'o', 's']",set()
weigh,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'i', 'g', 'h', 'w']","{'a', 'l'}"
devote,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 't', 'v', 'o']",{'r'}
matter,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'm', 'a']",set()
hers,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 'n', 'r', 'h', 's']","{'l', 'a', 't', 'n'}"
stereotype,10,8,1,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'r', 'y', 'p', 'o', 's']",{'i'}
calm,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'm', 'c']","{'e', 'o'}"
ash,3,4,1,5000EnglishWordsFrequency.txt,"['a', 'd', 's', 'h']",{'d'}
jacket,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'c', 'k', 'u', 'j', 'a']","{'r', 'u'}"
milk,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'm', 'k']","{'e', 'a', 'o'}"
round,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'd', 'n', 'r']","{'e', 'a', 't'}"
uncle,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'u', 'c', 'n', 'l']","{'i', 'a', 'o'}"
package,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'g', 'p', 'c', 'k']","{'i', 'o'}"
clinical,8,6,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'l', 'c', 'n']",{'e'}
assess,6,4,1,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 's']",{'t'}
election,8,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'n', 'i', 'l', 'o']",set()
bother,6,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'h', 'o', 'b']",set()
one,3,6,3,5000EnglishWordsFrequency.txt,"['a', 'e', 'i', 'u', 'o', 'n']","{'u', 'a', 'i'}"
testimony,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'n', 'y', 'm', 'o', 's']",set()
more,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'p', 'n', 'm', 'r']","{'n', 'a', 'i', 'p', 's'}"
moral,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'r', 'm', 'o']",{'e'}
conceive,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'c', 'v', 'i', 'o']",set()
substantial,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'n', 'u', 'b', 'a', 'i', 'l', 's']",set()
landscape,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'c', 'n', 'd', 'p', 'l', 's']",set()
harvest,7,8,1,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 's', 'h', 'r', 'v', 'a']",{'c'}
review,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'i', 'v', 'w']",set()
temperature,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'r', 'e', 'u', 'm', 'a', 'p']",set()
subject,7,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'u', 's', 'j', 'b']",set()
warmth,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'h', 't', 'r', 'm', 'w']","{'e', 'o', 'i'}"
begin,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'i', 'b', 'n', 'g']","{'a', 'l'}"
pitcher,7,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'c', 'h', 'i', 'p']",set()
conspiracy,10,10,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 'r', 'n', 'y', 'a', 'p', 'o', 's']",{'e'}
among,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'g', 'n', 'm']",{'e'}
bag,3,7,4,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'r', 'p', 'b', 'g']","{'r', 'p', 't', 'y'}"
establishment,13,10,0,5000EnglishWordsFrequency.txt,"['a', 'e', 'h', 't', 'b', 'n', 'm', 'i', 'l', 's']",set()
hate,4,4,0,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'h']",set()
competition,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'c', 'n', 'm', 'i', 'p', 'o']",set()
founder,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'i', 'n', 'u', 'f', 'd', 'o']","{'i', 't'}"
legacy,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'g', 'c', 'y', 'a']",{'r'}
nose,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'n']","{'i', 'a'}"
rice,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'd', 'c']","{'d', 'a'}"
ease,4,4,1,5000EnglishWordsFrequency.txt,"['e', 's', 'l', 'a']",{'l'}
multiple,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 't', 'p', 'u', 'm', 'l']",{'o'}
little,6,4,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 't']",set()
beautiful,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'u', 'b', 'f', 'a', 'l']",set()
suggestion,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'o', 'n', 't', 'e', 'u', 'g', 's']",set()
broadcast,9,10,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 't', 'b', 'r', 'd', 'a', 's']","{'e', 'i'}"
collect,7,5,0,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'o', 'l']",set()
glass,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'l', 'g']","{'r', 'e'}"
affect,6,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'c', 'f', 'a']",{'s'}
frequency,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'u', 'c', 'r', 'q', 'f', 'n', 'y']",set()
celebration,11,10,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'o', 'n', 'a', 'e', 'r', 'c', 'b', 'l']",set()
shadow,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'h', 'd', 'w', 's']","{'e', 'i'}"
tender,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'n', 't']",set()
wood,4,6,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'd', 'm', 'w']","{'e', 'l', 'm'}"
installation,12,7,0,5000EnglishWordsFrequency.txt,"['i', 't', 'n', 'a', 'l', 'o', 's']",set()
fragment,8,8,0,5000EnglishWordsFrequency.txt,"['e', 'n', 't', 'm', 'g', 'r', 'f', 'a']",set()
soldier,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'i', 'd', 'l', 'o', 's']",{'t'}
school,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 'h', 'l', 's']","{'e', 'i'}"
scheme,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'h', 's', 'c', 'm']",set()
backyard,8,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'r', 'd', 'c', 'b', 'y', 'k']","{'e', 'o', 'i'}"
